state,collection_date,Inpatient Beds Occupied Estimated,Percentage of Inpatient Beds Occupied Estimated,Total Inpatient Beds,Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Staffed Adult ICU Beds Occupied Estimated,Percentage of Staffed Adult ICU Beds Occupied Estimated,Total Staffed Adult ICU Beds
CW,2020-11-11,"532,160",74.28,"716,519","72,960",10.23,"64,545",75.19,"85,847"
AK,2020-11-11,935,65.71,"1,423",115,8.08,95,68.35,139
AL,2020-11-11,"11,066",78.49,"14,099","1,330",9.43,"1,334",88.76,"1,503"
AR,2020-11-11,"5,635",67.12,"8,395",825,9.86,781,76.49,"1,021"
AZ,2020-11-11,"9,779",72.96,"13,403","1,377",10.29,"1,199",62.22,"1,927"
CA,2020-11-11,"45,460",72.45,"62,743","4,037",6.44,"5,267",72.47,"7,268"
CO,2020-11-11,"7,061",70.11,"10,072","1,324",13.15,982,74.73,"1,314"
CT,2020-11-11,"6,159",75.26,"8,184",799,9.76,578,54.79,"1,055"
DC,2020-11-11,"2,531",86.15,"2,938",190,6.47,285,77.24,369
DE,2020-11-11,"1,769",70.99,"2,492",177,7.1,151,86.78,174
FL,2020-11-11,"40,832",78.92,"51,739","4,122",8.13,"4,988",79.9,"6,243"
GA,2020-11-11,"15,448",81.26,"19,011","2,006",10.55,"2,245",84.3,"2,663"
HI,2020-11-11,"1,739",69.7,"2,475",78,3.15,147,62.55,235
IA,2020-11-11,"5,410",68.96,"7,845","1,235",15.94,549,81.21,676
ID,2020-11-11,"1,950",55.16,"3,535",386,10.92,211,71.28,296
IL,2020-11-11,"21,033",70.39,"29,879","5,345",17.89,"2,462",65.03,"3,786"
IN,2020-11-11,"11,505",69.6,"16,530","2,560",15.49,"1,677",77.71,"2,158"
KS,2020-11-11,"4,863",63.64,"7,641",931,12.18,629,81.37,773
KY,2020-11-11,"8,632",72.82,"11,854","1,334",11.25,"1,144",74.92,"1,527"
LA,2020-11-11,"8,909",69.82,"12,760",653,5.21,"1,267",70.23,"1,804"
MA,2020-11-11,"12,020",69.11,"17,393",668,3.84,"1,006",52.59,"1,913"
MD,2020-11-11,"8,442",83.46,"10,115","1,235",12.21,"1,023",79.43,"1,288"
ME,2020-11-11,"1,960",69.09,"2,837",91,3.21,242,74.92,323
MI,2020-11-11,"17,553",80.07,"21,923","3,155",14.39,"2,175",83.08,"2,618"
MN,2020-11-11,"8,145",74.64,"10,912","1,614",14.79,803,81.03,991
MS,2020-11-11,"5,480",67.65,"8,100",733,9.05,704,69.98,"1,006"
NV,2020-11-11,"5,672",77.65,"7,305",945,13.24,704,81.29,866
MO,2020-11-11,"11,783",67.21,"17,532","2,360",13.46,"1,502",77.42,"1,940"
MT,2020-11-11,"2,049",72.35,"2,832",440,15.54,176,78.57,224
NC,2020-11-11,"16,650",77.57,"21,465","1,711",8.02,"1,973",81.26,"2,428"
ND,2020-11-11,"1,622",80.62,"2,012",505,25.1,131,93.57,140
NE,2020-11-11,"3,637",72.48,"5,018",922,18.67,440,70.51,624
NH,2020-11-11,"1,999",68.65,"2,912",95,3.26,189,66.78,283
NJ,2020-11-11,"14,691",75.77,"19,389","1,884",9.72,"1,492",66.55,"2,242"
NM,2020-11-11,"2,736",74.71,"3,662",622,16.99,384,101.59,378
NY,2020-11-11,"40,647",74.88,"54,282","3,008",5.54,"4,207",62.11,"6,773"
OH,2020-11-11,"21,154",72.74,"29,080","3,235",11.15,"2,931",77.89,"3,763"
OK,2020-11-11,"7,387",70.62,"10,460","1,210",11.86,911,77.53,"1,175"
OR,2020-11-11,"4,788",72.39,"6,614",395,5.97,538,67.93,792
PA,2020-11-11,"24,848",77.53,"32,050","2,960",9.33,"3,181",82.58,"3,852"
RI,2020-11-11,"1,728",88.52,"1,952",246,12.6,142,89.31,159
SC,2020-11-11,"7,922",79.59,"9,954",765,7.69,978,77.56,"1,261"
SD,2020-11-11,"1,582",67.06,"2,359",525,22.26,178,84.76,210
TN,2020-11-11,"12,848",77.57,"16,563","1,902",11.83,"1,873",83.92,"2,232"
TX,2020-11-11,"46,199",79.12,"58,551","7,670",13.13,"6,120",87.3,"7,010"
UT,2020-11-11,"3,117",59.72,"5,219",486,9.31,450,72.58,620
VA,2020-11-11,"12,108",70.83,"17,094","1,227",7.18,"1,388",68.51,"2,026"
VT,2020-11-11,368,54.44,676,14,2.07,34,54.84,62
WA,2020-11-11,"8,614",70.02,"12,303",637,5.18,976,72.67,"1,343"
WV,2020-11-11,"4,064",78.81,"5,157",379,7.35,503,80.35,626
WY,2020-11-11,675,47.34,"1,426",197,13.91,62,49.6,125
WI,2020-11-11,"8,956",72.49,"12,354","2,300",19.19,"1,138",70.12,"1,623"
