state,collection_date,Inpatient Beds Occupied Estimated,Percentage of Inpatient Beds Occupied Estimated,Total Inpatient Beds,Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Staffed Adult ICU Beds Occupied Estimated,Percentage of Staffed Adult ICU Beds Occupied Estimated,Total Staffed Adult ICU Beds
CW,2020-12-02,"531,193",75.04,"707,949","105,210",14.93,"66,142",77.45,"85,396"
AL,2020-12-02,"11,036",77.89,"14,168","1,896",13.38,"1,312",88.53,"1,482"
AZ,2020-12-02,"10,618",76.93,"13,803","2,840",20.6,"1,390",69.91,"1,989"
CA,2020-12-02,"47,713",75.98,"62,870","9,582",15.24,"5,868",79.63,"7,369"
CT,2020-12-02,"6,301",77.19,"8,163","1,355",16.6,615,55.91,"1,100"
DC,2020-12-02,"2,411",82.4,"2,926",232,7.93,280,82.84,338
GA,2020-12-02,"15,738",83.11,"18,937","2,638",13.93,"2,286",86.76,"2,635"
ID,2020-12-02,"1,906",61.17,"3,115",460,14.77,225,79.51,283
IN,2020-12-02,"11,615",70.36,"16,509","3,337",20.21,"1,728",79.34,"2,178"
KS,2020-12-02,"4,764",63.73,"7,476","1,230",16.46,649,80.82,803
LA,2020-12-02,"8,836",69.91,"12,640","1,174",9.46,"1,307",73.63,"1,775"
MD,2020-12-02,"8,054",83.11,"9,691","1,922",19.83,994,76.99,"1,291"
MI,2020-12-02,"17,454",80.85,"21,588","4,334",20.08,"2,247",83.25,"2,699"
AK,2020-12-02,933,65.02,"1,435",155,10.8,103,81.1,127
AR,2020-12-02,"5,531",73.46,"7,529","1,089",14.46,822,80.99,"1,015"
CO,2020-12-02,"7,028",69.16,"10,162","1,977",19.45,"1,040",69.85,"1,489"
DE,2020-12-02,"1,863",73.49,"2,535",320,12.62,147,84.48,174
FL,2020-12-02,"41,234",79.6,"51,803","4,942",9.72,"5,090",81.71,"6,229"
HI,2020-12-02,"1,778",70.42,"2,525",58,2.28,143,64.13,223
IA,2020-12-02,"5,145",64.38,"7,992","1,117",14.16,541,78.29,691
IL,2020-12-02,"20,636",70.45,"29,291","5,724",19.54,"2,492",68.01,"3,664"
KY,2020-12-02,"8,705",73.37,"11,864","1,846",15.56,"1,171",75.11,"1,559"
MA,2020-12-02,"11,886",70.04,"16,970","1,265",7.45,"1,044",56.49,"1,848"
ME,2020-12-02,"1,981",69.29,"2,859",182,6.38,230,72.48,318
MN,2020-12-02,"7,619",75.76,"10,056","2,000",19.89,782,81.46,960
MO,2020-12-02,"11,490",79.84,"14,392","2,646",18.39,"1,559",87.09,"1,790"
MS,2020-12-02,"5,374",66.65,"8,063","1,086",13.47,721,83.93,859
MT,2020-12-02,"1,953",68.22,"2,863",431,15.05,169,72.84,232
ND,2020-12-02,"1,574",78.18,"2,014",430,21.35,140,88.05,159
NH,2020-12-02,"2,022",73.0,"2,770",185,6.68,174,61.7,282
NJ,2020-12-02,"15,487",78.85,"19,640","3,402",17.32,"1,611",69.08,"2,332"
NV,2020-12-02,"6,026",81.65,"7,380","1,642",22.81,751,83.17,903
NY,2020-12-02,"35,326",75.08,"47,054","5,040",10.71,"3,562",59.54,"5,983"
OK,2020-12-02,"7,002",75.22,"9,309","1,652",18.01,911,86.19,"1,057"
PA,2020-12-02,"25,031",77.64,"32,239","6,041",18.91,"3,371",84.42,"3,993"
SC,2020-12-02,"7,970",82.07,"9,712","1,023",10.53,"1,019",80.68,"1,263"
TN,2020-12-02,"12,559",75.99,"16,527","2,584",16.1,"1,882",86.29,"2,181"
UT,2020-12-02,"3,184",60.94,"5,225",587,11.23,466,71.8,649
VA,2020-12-02,"12,213",71.47,"17,089","1,791",10.48,"1,428",70.82,"2,017"
NC,2020-12-02,"16,693",77.42,"21,563","2,412",11.25,"1,974",81.03,"2,436"
NE,2020-12-02,"3,401",71.71,"4,743",886,18.99,436,75.69,576
NM,2020-12-02,"2,868",76.41,"3,754",846,22.73,404,101.12,400
OH,2020-12-02,"21,083",72.08,"29,248","5,529",18.94,"3,128",78.53,"3,983"
OR,2020-12-02,"4,881",74.24,"6,575",665,10.11,512,66.11,774
RI,2020-12-02,"1,775",87.83,"2,021",452,22.37,147,90.74,162
SD,2020-12-02,"1,575",66.46,"2,370",510,21.52,181,87.02,208
TX,2020-12-02,"48,584",75.76,"64,132","9,660",15.09,"6,419",89.31,"7,188"
VT,2020-12-02,719,61.51,"1,169",35,2.99,66,63.46,104
WA,2020-12-02,"8,544",69.03,"12,408","1,066",8.59,945,73.09,"1,293"
WI,2020-12-02,"8,437",68.37,"12,341","2,014",16.68,"1,086",68.13,"1,594"
WV,2020-12-02,"3,984",78.41,"5,081",678,13.34,504,81.21,620
WY,2020-12-02,652,47.94,"1,360",241,17.85,68,57.14,119
