FIPS,Province_State,Admin2,Confirmed,Deaths,Daily_Confirmed,Daily_Deaths
1001.0,Alabama,Autauga,670,13,7.0,1.0
1003.0,Alabama,Baldwin,1175,10,57.0,1.0
1005.0,Alabama,Barbour,387,2,10.0,0.0
1007.0,Alabama,Bibb,219,1,5.0,0.0
1009.0,Alabama,Blount,301,1,12.0,0.0
1011.0,Alabama,Bullock,372,10,6.0,0.0
1013.0,Alabama,Butler,639,28,7.0,0.0
1015.0,Alabama,Calhoun,460,5,17.0,0.0
1017.0,Alabama,Chambers,678,27,6.0,0.0
1019.0,Alabama,Cherokee,116,7,1.0,0.0
1021.0,Alabama,Chilton,300,2,8.0,0.0
1023.0,Alabama,Choctaw,208,12,7.0,0.0
1025.0,Alabama,Clarke,293,6,9.0,0.0
1027.0,Alabama,Clay,77,2,7.0,0.0
1029.0,Alabama,Cleburne,41,1,1.0,0.0
1031.0,Alabama,Coffee,412,4,10.0,1.0
1033.0,Alabama,Colbert,489,6,18.0,0.0
1035.0,Alabama,Conecuh,228,7,1.0,0.0
1037.0,Alabama,Coosa,64,1,1.0,0.0
1039.0,Alabama,Covington,412,11,18.0,1.0
1041.0,Alabama,Crenshaw,134,3,1.0,0.0
1043.0,Alabama,Cullman,550,5,20.0,0.0
1045.0,Alabama,Dale,367,1,11.0,0.0
1047.0,Alabama,Dallas,970,9,22.0,0.0
1049.0,Alabama,DeKalb,870,6,23.0,1.0
1051.0,Alabama,Elmore,987,19,13.0,0.0
1053.0,Alabama,Escambia,457,8,23.0,0.0
1055.0,Alabama,Etowah,915,14,41.0,1.0
1057.0,Alabama,Fayette,91,1,2.0,0.0
1059.0,Alabama,Franklin,929,16,6.0,0.0
1061.0,Alabama,Geneva,98,0,3.0,0.0
1063.0,Alabama,Greene,200,8,2.0,0.0
1065.0,Alabama,Hale,349,22,4.0,0.0
1067.0,Alabama,Henry,149,3,2.0,0.0
1069.0,Alabama,Houston,568,6,17.0,0.0
1071.0,Alabama,Jackson,379,2,34.0,0.0
1073.0,Alabama,Jefferson,6141,162,226.0,1.0
1075.0,Alabama,Lamar,85,1,6.0,0.0
1077.0,Alabama,Lauderdale,553,6,18.0,0.0
1079.0,Alabama,Lawrence,133,0,5.0,0.0
1081.0,Alabama,Lee,1561,37,46.0,0.0
1083.0,Alabama,Limestone,616,1,25.0,0.0
1085.0,Alabama,Lowndes,479,22,0.0,0.0
1087.0,Alabama,Macon,218,9,7.0,0.0
1089.0,Alabama,Madison,1824,8,154.0,0.0
1091.0,Alabama,Marengo,332,11,11.0,0.0
1093.0,Alabama,Marion,266,14,25.0,0.0
1095.0,Alabama,Marshall,1882,11,29.0,0.0
1097.0,Alabama,Mobile,4611,137,200.0,1.0
1099.0,Alabama,Monroe,252,2,6.0,0.0
1101.0,Alabama,Montgomery,4368,109,53.0,0.0
1103.0,Alabama,Morgan,1272,5,54.0,0.0
1105.0,Alabama,Perry,224,1,17.0,0.0
1107.0,Alabama,Pickens,258,6,9.0,0.0
1109.0,Alabama,Pike,472,5,10.0,0.0
1111.0,Alabama,Randolph,249,9,5.0,0.0
1113.0,Alabama,Russell,662,0,10.0,0.0
1117.0,Alabama,Shelby,1569,24,60.0,0.0
1115.0,Alabama,St. Clair,491,2,21.0,0.0
1119.0,Alabama,Sumter,285,12,2.0,0.0
1121.0,Alabama,Talladega,376,7,19.0,0.0
1123.0,Alabama,Tallapoosa,627,69,9.0,0.0
1125.0,Alabama,Tuscaloosa,2539,48,64.0,0.0
90001.0,Alabama,Unassigned,0,26,0.0,0.0
1127.0,Alabama,Walker,1074,27,8.0,2.0
1129.0,Alabama,Washington,141,7,10.0,0.0
1131.0,Alabama,Wilcox,297,8,1.0,0.0
1133.0,Alabama,Winston,284,3,4.0,0.0
2013.0,Alaska,Aleutians East,2,0,0.0,0.0
2016.0,Alaska,Aleutians West,6,0,0.0,0.0
2020.0,Alaska,Anchorage,689,7,25.0,0.0
2050.0,Alaska,Bethel,14,0,1.0,0.0
2164.0,Alaska,Bristol Bay plus Lake and Peninsula,53,0,0.0,0.0
2068.0,Alaska,Denali,1,0,0.0,0.0
2070.0,Alaska,Dillingham,22,0,0.0,0.0
2090.0,Alaska,Fairbanks North Star,204,2,8.0,0.0
2100.0,Alaska,Haines,6,0,0.0,0.0
2110.0,Alaska,Juneau,51,2,0.0,0.0
2122.0,Alaska,Kenai Peninsula,204,2,7.0,0.0
2130.0,Alaska,Ketchikan Gateway,32,0,0.0,0.0
2150.0,Alaska,Kodiak Island,10,0,1.0,0.0
2158.0,Alaska,Kusilvak,2,0,0.0,0.0
2170.0,Alaska,Matanuska-Susitna,130,1,6.0,0.0
2180.0,Alaska,Nome,12,0,1.0,0.0
2185.0,Alaska,North Slope,4,0,0.0,0.0
2188.0,Alaska,Northwest Arctic,6,0,0.0,0.0
2195.0,Alaska,Petersburg,9,1,1.0,0.0
2198.0,Alaska,Prince of Wales-Hyder,3,0,0.0,0.0
2220.0,Alaska,Sitka,19,0,1.0,0.0
2240.0,Alaska,Southeast Fairbanks,16,0,0.0,0.0
90002.0,Alaska,Unassigned,1,2,1.0,0.0
2261.0,Alaska,Valdez-Cordova,27,0,0.0,0.0
2275.0,Alaska,Wrangell,8,0,0.0,0.0
2282.0,Alaska,Yakutat,1,0,0.0,0.0
2290.0,Alaska,Yukon-Koyukuk,5,0,0.0,0.0
4001.0,Arizona,Apache,2520,101,21.0,1.0
4003.0,Arizona,Cochise,905,20,21.0,0.0
4005.0,Arizona,Coconino,2338,97,88.0,0.0
4007.0,Arizona,Gila,385,11,12.0,2.0
4009.0,Arizona,Graham,180,1,1.0,0.0
4011.0,Arizona,Greenlee,27,1,1.0,0.0
4012.0,Arizona,La Paz,384,7,3.0,0.0
4013.0,Arizona,Maricopa,73165,1012,3037.0,53.0
4015.0,Arizona,Mohave,1595,96,86.0,2.0
4017.0,Arizona,Navajo,4150,134,61.0,-1.0
4019.0,Arizona,Pima,10835,313,350.0,11.0
4021.0,Arizona,Pinal,5156,82,197.0,1.0
4023.0,Arizona,Santa Cruz,2095,27,34.0,0.0
90004.0,Arizona,Unassigned,0,1,0.0,0.0
4025.0,Arizona,Yavapai,1037,11,21.0,0.0
4027.0,Arizona,Yuma,7899,124,124.0,6.0
5001.0,Arkansas,Arkansas,51,0,5.0,0.0
5003.0,Arkansas,Ashley,90,2,7.0,0.0
5005.0,Arkansas,Baxter,26,0,1.0,0.0
5007.0,Arkansas,Benton,3270,22,106.0,1.0
5009.0,Arkansas,Boone,42,1,12.0,0.0
5011.0,Arkansas,Bradley,58,2,2.0,0.0
5013.0,Arkansas,Calhoun,2,0,0.0,0.0
5015.0,Arkansas,Carroll,212,5,12.0,0.0
5017.0,Arkansas,Chicot,201,3,12.0,0.0
5019.0,Arkansas,Clark,66,0,5.0,0.0
5021.0,Arkansas,Clay,77,3,4.0,0.0
5023.0,Arkansas,Cleburne,124,4,5.0,0.0
5025.0,Arkansas,Cleveland,32,0,1.0,0.0
5027.0,Arkansas,Columbia,103,5,3.0,1.0
5029.0,Arkansas,Conway,84,3,2.0,0.0
5031.0,Arkansas,Craighead,514,7,16.0,0.0
5033.0,Arkansas,Crawford,247,1,20.0,0.0
5035.0,Arkansas,Crittenden,815,13,16.0,0.0
5037.0,Arkansas,Cross,93,1,3.0,0.0
5039.0,Arkansas,Dallas,10,0,-1.0,0.0
5041.0,Arkansas,Desha,71,1,5.0,0.0
5043.0,Arkansas,Drew,85,2,5.0,0.0
5045.0,Arkansas,Faulkner,701,3,53.0,0.0
5047.0,Arkansas,Franklin,28,1,1.0,0.0
5049.0,Arkansas,Fulton,17,0,1.0,0.0
5051.0,Arkansas,Garland,303,3,3.0,1.0
5053.0,Arkansas,Grant,51,0,0.0,0.0
5055.0,Arkansas,Greene,141,0,7.0,0.0
5057.0,Arkansas,Hempstead,70,1,1.0,0.0
5059.0,Arkansas,Hot Spring,743,1,94.0,0.0
5061.0,Arkansas,Howard,121,1,6.0,0.0
5063.0,Arkansas,Independence,66,0,5.0,0.0
5065.0,Arkansas,Izard,24,1,0.0,0.0
5067.0,Arkansas,Jackson,39,0,2.0,0.0
5069.0,Arkansas,Jefferson,808,28,24.0,0.0
5071.0,Arkansas,Johnson,339,0,32.0,0.0
5073.0,Arkansas,Lafayette,24,2,1.0,0.0
5075.0,Arkansas,Lawrence,111,9,4.0,0.0
5077.0,Arkansas,Lee,817,3,2.0,0.0
5079.0,Arkansas,Lincoln,1046,11,2.0,0.0
5081.0,Arkansas,Little River,40,0,0.0,0.0
5083.0,Arkansas,Logan,65,0,1.0,0.0
5085.0,Arkansas,Lonoke,182,1,2.0,0.0
5087.0,Arkansas,Madison,214,0,0.0,0.0
5089.0,Arkansas,Marion,12,0,0.0,0.0
5091.0,Arkansas,Miller,237,2,4.0,0.0
5093.0,Arkansas,Mississippi,275,3,10.0,0.0
5095.0,Arkansas,Monroe,19,0,2.0,0.0
5097.0,Arkansas,Montgomery,8,0,1.0,0.0
5099.0,Arkansas,Nevada,107,3,1.0,0.0
5101.0,Arkansas,Newton,7,0,0.0,0.0
5103.0,Arkansas,Ouachita,29,0,1.0,0.0
5105.0,Arkansas,Perry,32,0,0.0,0.0
5107.0,Arkansas,Phillips,165,5,5.0,0.0
5109.0,Arkansas,Pike,19,0,7.0,0.0
5111.0,Arkansas,Poinsett,64,3,0.0,0.0
5113.0,Arkansas,Polk,84,0,3.0,0.0
5115.0,Arkansas,Pope,585,4,23.0,0.0
5117.0,Arkansas,Prairie,26,0,1.0,0.0
5119.0,Arkansas,Pulaski,2713,63,102.0,1.0
5121.0,Arkansas,Randolph,61,1,2.0,0.0
5125.0,Arkansas,Saline,420,3,21.0,0.0
5127.0,Arkansas,Scott,16,0,2.0,0.0
5129.0,Arkansas,Searcy,16,0,3.0,0.0
5131.0,Arkansas,Sebastian,705,7,56.0,0.0
5133.0,Arkansas,Sevier,781,9,12.0,0.0
5135.0,Arkansas,Sharp,61,5,3.0,0.0
5123.0,Arkansas,St. Francis,898,3,4.0,0.0
5137.0,Arkansas,Stone,19,1,0.0,0.0
90005.0,Arkansas,Unassigned,935,0,-10.0,0.0
5139.0,Arkansas,Union,266,13,2.0,0.0
5141.0,Arkansas,Van Buren,36,2,0.0,0.0
5143.0,Arkansas,Washington,4309,35,43.0,0.0
5145.0,Arkansas,White,115,2,8.0,0.0
5147.0,Arkansas,Woodruff,10,0,2.0,0.0
5149.0,Arkansas,Yell,799,5,16.0,0.0
6001.0,California,Alameda,7407,146,162.0,4.0
6003.0,California,Alpine,2,0,0.0,0.0
6005.0,California,Amador,36,0,1.0,0.0
6007.0,California,Butte,319,4,24.0,0.0
6009.0,California,Calaveras,61,0,0.0,0.0
6011.0,California,Colusa,103,0,5.0,0.0
6013.0,California,Contra Costa,4357,88,116.0,2.0
6015.0,California,Del Norte,58,0,0.0,0.0
6017.0,California,El Dorado,292,0,12.0,0.0
6019.0,California,Fresno,7627,87,346.0,3.0
6021.0,California,Glenn,159,0,6.0,0.0
6023.0,California,Humboldt,161,4,4.0,0.0
6025.0,California,Imperial,7654,127,190.0,2.0
6027.0,California,Inyo,34,1,0.0,0.0
6029.0,California,Kern,5979,89,220.0,2.0
6031.0,California,Kings,2855,39,32.0,1.0
6033.0,California,Lake,101,1,1.0,0.0
6035.0,California,Lassen,269,0,2.0,0.0
6037.0,California,Los Angeles,124992,3690,1736.0,47.0
6039.0,California,Madera,857,8,0.0,0.0
6041.0,California,Marin,3227,30,-5.0,4.0
6043.0,California,Mariposa,31,1,0.0,0.0
6045.0,California,Mendocino,107,0,9.0,0.0
6047.0,California,Merced,1793,12,170.0,1.0
6051.0,California,Mono,49,1,0.0,0.0
6053.0,California,Monterey,2343,17,73.0,0.0
6055.0,California,Napa,466,4,13.0,0.0
6057.0,California,Nevada,159,1,4.0,0.0
6059.0,California,Orange,21517,402,1292.0,26.0
6061.0,California,Placer,993,11,23.0,0.0
6063.0,California,Plumas,15,0,0.0,0.0
6065.0,California,Riverside,23334,533,1377.0,18.0
6067.0,California,Sacramento,4932,78,156.0,0.0
6069.0,California,San Benito,311,2,7.0,0.0
6071.0,California,San Bernardino,17414,304,828.0,11.0
6073.0,California,San Diego,18402,415,560.0,9.0
6075.0,California,San Francisco,4145,50,74.0,0.0
6077.0,California,San Joaquin,6065,67,248.0,6.0
6079.0,California,San Luis Obispo,877,4,32.0,1.0
6081.0,California,San Mateo,3787,111,44.0,0.0
6083.0,California,Santa Barbara,3868,29,60.0,-1.0
6085.0,California,Santa Clara,5678,166,126.0,1.0
6087.0,California,Santa Cruz,506,3,3.0,0.0
6089.0,California,Shasta,176,6,5.0,1.0
6091.0,California,Sierra,1,0,0.0,0.0
6093.0,California,Siskiyou,33,0,0.0,0.0
6095.0,California,Solano,1985,27,63.0,0.0
6097.0,California,Sonoma,1519,14,32.0,0.0
6099.0,California,Stanislaus,4364,50,1360.0,0.0
6101.0,California,Sutter,337,4,14.0,0.0
6103.0,California,Tehama,98,1,0.0,0.0
6105.0,California,Trinity,2,0,0.0,0.0
6107.0,California,Tulare,5509,148,211.0,0.0
6109.0,California,Tuolumne,60,0,2.0,0.0
6111.0,California,Ventura,4093,53,235.0,3.0
6113.0,California,Yolo,802,28,42.0,0.0
6115.0,California,Yuba,163,3,9.0,0.0
8001.0,Colorado,Adams,4588,156,42.0,0.0
8003.0,Colorado,Alamosa,204,6,1.0,0.0
8005.0,Colorado,Arapahoe,5510,349,51.0,2.0
8007.0,Colorado,Archuleta,12,0,0.0,0.0
8009.0,Colorado,Baca,14,0,0.0,0.0
8011.0,Colorado,Bent,4,0,0.0,0.0
8013.0,Colorado,Boulder,1486,72,20.0,0.0
8014.0,Colorado,Broomfield,333,30,9.0,0.0
8015.0,Colorado,Chaffee,81,19,0.0,0.0
8017.0,Colorado,Cheyenne,5,0,0.0,0.0
8019.0,Colorado,Clear Creek,21,1,0.0,0.0
8021.0,Colorado,Conejos,15,0,0.0,0.0
8023.0,Colorado,Costilla,22,0,0.0,0.0
8025.0,Colorado,Crowley,71,1,0.0,0.0
8027.0,Colorado,Custer,3,0,0.0,0.0
8029.0,Colorado,Delta,83,1,-1.0,0.0
8031.0,Colorado,Denver,7651,386,88.0,-1.0
8035.0,Colorado,Douglas,1078,52,22.0,0.0
8037.0,Colorado,Eagle,738,8,6.0,0.0
8041.0,Colorado,El Paso,2804,110,53.0,1.0
8039.0,Colorado,Elbert,60,2,0.0,0.0
8043.0,Colorado,Fremont,41,0,0.0,0.0
8045.0,Colorado,Garfield,349,3,10.0,0.0
8047.0,Colorado,Gilpin,8,0,0.0,0.0
8049.0,Colorado,Grand,23,1,0.0,0.0
8051.0,Colorado,Gunnison,190,6,0.0,0.0
8053.0,Colorado,Hinsdale,3,0,0.0,0.0
8055.0,Colorado,Huerfano,4,1,0.0,0.0
8057.0,Colorado,Jackson,2,0,0.0,0.0
8059.0,Colorado,Jefferson,2922,214,35.0,0.0
